source_row,metadata_rows,local_file,processed_file,sha256,record_tai,record_utc,day,csv_date_unknown_scale,target_si,target_provenance,split,shape,dtype
197,197;198,data/processed/hmi.m_45s.2017.02.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.05_00_01_30_TAI.magnetogram_processed.npy,56bbcf902bb105c03c264352594b9fdf431daa0af04fb01f8f6514ab546f174a,2017-02-05T00:01:30,2017-02-05T00:00:53.000Z,2017-02-05,2017-02-05 00:00:23.400,1.4830529689788818,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
199,199;200,data/processed/hmi.m_45s.2017.02.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.15_00_01_30_TAI.magnetogram_processed.npy,a949b1d6f760cc17a3e1b21ac7d13459459929fd86292e365986c63c408ddd41,2017-02-15T00:01:30,2017-02-15T00:00:53.000Z,2017-02-15,2017-02-15 00:00:24.300,1.5466749668121338,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
201,201;202,data/processed/hmi.m_45s.2017.02.16_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.16_00_01_30_TAI.magnetogram_processed.npy,5c982d358397cf922c3b0b98e25b922fca49bcb80c6d393d05dbe17bb128aa1e,2017-02-16T00:01:30,2017-02-16T00:00:53.000Z,2017-02-16,2017-02-16 00:00:24.400,1.5495479106903076,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
203,203;204,data/processed/hmi.m_45s.2017.02.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.20_00_01_30_TAI.magnetogram_processed.npy,056d0487bf4cc1437d77c70c04a613dadd9250b5137c68e76d927fc4b7b3926e,2017-02-20T00:01:30,2017-02-20T00:00:53.000Z,2017-02-20,2017-02-20 00:00:24.800,1.5953123569488523,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
205,205;206,data/processed/hmi.m_45s.2017.02.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.21_00_01_30_TAI.magnetogram_processed.npy,f622f41ca0c1dcd27bb16b526b69b54e3f0177beae4d9394eba195b4aa058a64,2017-02-21T00:01:30,2017-02-21T00:00:53.000Z,2017-02-21,2017-02-21 00:00:25.000,1.6047775745391846,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
207,207,data/processed/hmi.m_45s.2017.02.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.22_00_01_30_TAI.magnetogram_processed.npy,c7c9cecc6ec9458a05624d4bc2acfe164cff0e5c689337bd91aeee94685dc6e5,2017-02-22T00:01:30,2017-02-22T00:00:53.000Z,2017-02-22,2017-02-22 00:00:25.100,1.6310572624206543,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
208,208,data/processed/hmi.m_45s.2017.02.24_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.02.24_00_01_30_TAI.magnetogram_processed.npy,d91572d3b9ae65daea4ec2fc529e87686b3c4a0b876575eab9fefba4db5053bd,2017-02-24T00:01:30,2017-02-24T00:00:53.000Z,2017-02-24,2017-02-24 00:00:25.300,1.652848720550537,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
209,209;210,data/processed/hmi.m_45s.2017.03.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.02_00_01_30_TAI.magnetogram_processed.npy,1bec30071a122d77d1acab2f518556996c2c34b35d0ac861edae8621744e875a,2017-03-02T00:01:30,2017-03-02T00:00:53.000Z,2017-03-02,2017-03-02 00:00:26.000,1.6433119773864746,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
211,211,data/processed/hmi.m_45s.2017.03.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.03_00_01_30_TAI.magnetogram_processed.npy,cd90485e2122efae843b394cac861eb5846c0b35e538faad68bf10b22e0c27c7,2017-03-03T00:01:30,2017-03-03T00:00:53.000Z,2017-03-03,2017-03-03 00:00:26.100,1.688337326049805,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
212,212,data/processed/hmi.m_45s.2017.03.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.05_00_01_30_TAI.magnetogram_processed.npy,794c75595527d68ef31fe24173c5a67b0709af16b72884c2d88f4bab3f6544f5,2017-03-05T00:01:30,2017-03-05T00:00:53.000Z,2017-03-05,2017-03-05 00:00:26.400,1.6136467456817627,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
213,213,data/processed/hmi.m_45s.2017.03.09_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.09_00_01_30_TAI.magnetogram_processed.npy,78e1bf4d77058cafdd11b8bb9e23050ee0e37b55d2a79dda0666b5a970364c40,2017-03-09T00:01:30,2017-03-09T00:00:53.000Z,2017-03-09,2017-03-09 00:00:26.900,1.595860719680786,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
214,214,data/processed/hmi.m_45s.2017.03.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.13_00_01_30_TAI.magnetogram_processed.npy,d3b4740e991ffeaae071a7fb7942aa5a18859e7d9b936dd447b0560be73a98f1,2017-03-13T00:01:30,2017-03-13T00:00:53.000Z,2017-03-13,2017-03-13 00:00:27.400,1.5983164310455322,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
215,215,data/processed/hmi.m_45s.2017.03.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.15_00_01_30_TAI.magnetogram_processed.npy,9ede6f0afbea15fffc989211c6af7e51b1c67f3b8f39e7c502a8f18fc5b8594c,2017-03-15T00:01:30,2017-03-15T00:00:53.000Z,2017-03-15,2017-03-15 00:00:27.700,1.5942037105560305,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
216,216,data/processed/hmi.m_45s.2017.03.16_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.16_00_01_30_TAI.magnetogram_processed.npy,1b033dda7894a28210c389ab08c713485c866f4dc04da211799c8f68ea96210f,2017-03-16T00:01:30,2017-03-16T00:00:53.000Z,2017-03-16,2017-03-16 00:00:27.800,1.6194462776184082,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
217,217,data/processed/hmi.m_45s.2017.03.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.17_00_01_30_TAI.magnetogram_processed.npy,605b7d73266b0b83ae7d28f86ef07268c01a0afb5163bf74aa83a5a135a5b1f5,2017-03-17T00:01:30,2017-03-17T00:00:53.000Z,2017-03-17,2017-03-17 00:00:28.000,1.584082841873169,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
218,218,data/processed/hmi.m_45s.2017.03.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.18_00_01_30_TAI.magnetogram_processed.npy,2796c2c2bce2aeb9604ae84a9c7fd61ef025bac669bcf86688a29049d3a05aac,2017-03-18T00:01:30,2017-03-18T00:00:53.000Z,2017-03-18,2017-03-18 00:00:28.100,1.5775680541992188,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
219,219,data/processed/hmi.m_45s.2017.03.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.19_00_01_30_TAI.magnetogram_processed.npy,6163ccde3b716c90e499a329a1f80048221bb1da4e5b1558f9353cc52943f49b,2017-03-19T00:01:30,2017-03-19T00:00:53.000Z,2017-03-19,2017-03-19 00:00:28.200,1.5929877758026123,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
220,220;221,data/processed/hmi.m_45s.2017.03.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.20_00_01_30_TAI.magnetogram_processed.npy,ed8cbb809aac8ca2480ef0dcddb889e378b730f7adea0a532a31f0e7c41335c0,2017-03-20T00:01:30,2017-03-20T00:00:53.000Z,2017-03-20,2017-03-20 00:00:28.400,1.589757204055786,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
222,222,data/processed/hmi.m_45s.2017.03.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.21_00_01_30_TAI.magnetogram_processed.npy,3bf34c9443a57367a9ba084f767187b36e894c5aa4b09b60c3e993e23a529ef7,2017-03-21T00:01:30,2017-03-21T00:00:53.000Z,2017-03-21,2017-03-21 00:00:28.500,1.5852808952331543,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
223,223,data/processed/hmi.m_45s.2017.03.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.22_00_01_30_TAI.magnetogram_processed.npy,06612122b9c2afa997bc212c3803c2173bac451b550ed5223e616bb2e32fcca3,2017-03-22T00:01:30,2017-03-22T00:00:53.000Z,2017-03-22,2017-03-22 00:00:28.700,1.5796244144439695,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
224,224;225,data/processed/hmi.m_45s.2017.03.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.26_00_01_30_TAI.magnetogram_processed.npy,e90b0edd9f932519be91e10c0c130ac37c2a54cd0067cb854fb087953e5c5ead,2017-03-26T00:01:30,2017-03-26T00:00:53.000Z,2017-03-26,2017-03-26 00:00:29.300,1.6963601112365725,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
226,226,data/processed/hmi.m_45s.2017.03.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.27_00_01_30_TAI.magnetogram_processed.npy,0dd1ac2317f632a127364e44a930e58c2da41b770c5fe2eee4ac6b476d2f4a5f,2017-03-27T00:01:30,2017-03-27T00:00:53.000Z,2017-03-27,2017-03-27 00:00:29.400,1.6853630542755127,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
227,227;228,data/processed/hmi.m_45s.2017.03.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.28_00_01_30_TAI.magnetogram_processed.npy,4ad171d640f33e3189b2ed095ddab58010f4adaf175571541b3563db34fccb05,2017-03-28T00:01:30,2017-03-28T00:00:53.000Z,2017-03-28,2017-03-28 00:00:29.500,1.6369879245758057,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
229,229,data/processed/hmi.m_45s.2017.03.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.29_00_01_30_TAI.magnetogram_processed.npy,17349d31c7785ce1520316bfa91f1fdd8accc6328af1db74e6bf8d2ea4c795e6,2017-03-29T00:01:30,2017-03-29T00:00:53.000Z,2017-03-29,2017-03-29 00:00:29.700,1.719599962234497,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
230,230,data/processed/hmi.m_45s.2017.03.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.03.30_00_01_30_TAI.magnetogram_processed.npy,12fbb8854ea4e7d0d3607614e16c25050a275337762c8192cb8f24e4b2bfb207,2017-03-30T00:01:30,2017-03-30T00:00:53.000Z,2017-03-30,2017-03-30 00:00:29.800,1.7347872257232666,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
231,231,data/processed/hmi.m_45s.2017.04.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.02_00_01_30_TAI.magnetogram_processed.npy,b3ebdb5ebb826cc30f7070d1e0bb2a2aacca3b72b12ba4f886fad14e82f56fa7,2017-04-02T00:01:30,2017-04-02T00:00:53.000Z,2017-04-02,2017-04-02 00:00:30.200,1.9489288330078125,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
232,232;233,data/processed/hmi.m_45s.2017.04.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.07_00_01_30_TAI.magnetogram_processed.npy,5b5732d652a93415cf2b929a93ecd7037644810d9b097de35b32739b413a5269,2017-04-07T00:01:30,2017-04-07T00:00:53.000Z,2017-04-07,2017-04-07 00:00:30.900,1.5654146671295166,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
234,234,data/processed/hmi.m_45s.2017.04.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.10_00_01_30_TAI.magnetogram_processed.npy,d9dc2e921a7fa7d8cf4e1592128d19f4d1556095970ca99c859dfaee5550f47e,2017-04-10T00:01:30,2017-04-10T00:00:53.000Z,2017-04-10,2017-04-10 00:00:31.400,1.5880882740020752,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
235,235,data/processed/hmi.m_45s.2017.04.11_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.11_00_01_30_TAI.magnetogram_processed.npy,c98d5496f77651a4de330f9afb84cb9601580113ed89f9b2ee8b33d7ba1c777e,2017-04-11T00:01:30,2017-04-11T00:00:53.000Z,2017-04-11,2017-04-11 00:00:31.500,1.5893936157226562,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
236,236,data/processed/hmi.m_45s.2017.04.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.17_00_01_30_TAI.magnetogram_processed.npy,9a75e54ca6cb76123212878bc18fa88f1d70e11b5afdcc666a25c011bacbec3a,2017-04-17T00:01:30,2017-04-17T00:00:53.000Z,2017-04-17,2017-04-17 00:00:32.400,1.5311062335968018,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
237,237,data/processed/hmi.m_45s.2017.04.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.18_00_01_30_TAI.magnetogram_processed.npy,6cef3f93ebb653ea28628fe7b2088b14f00372d3ac206f67695c4b28b2a9bc0a,2017-04-18T00:01:30,2017-04-18T00:00:53.000Z,2017-04-18,2017-04-18 00:00:32.500,1.5297174453735352,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
238,238,data/processed/hmi.m_45s.2017.04.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.19_00_01_30_TAI.magnetogram_processed.npy,c45e99028a535b7ad3b954be27ac1787d775bbe6bf7cbcaf31a65a94b015b49d,2017-04-19T00:01:30,2017-04-19T00:00:53.000Z,2017-04-19,2017-04-19 00:00:32.700,1.5064239501953125,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
239,239,data/processed/hmi.m_45s.2017.04.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.22_00_01_30_TAI.magnetogram_processed.npy,871603581b3a8f77e8e1dea7737c25047496ab60f4c594ad5d124bf6ae14c149,2017-04-22T00:01:30,2017-04-22T00:00:53.000Z,2017-04-22,2017-04-22 00:00:33.100,1.5639662742614746,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
240,240,data/processed/hmi.m_45s.2017.04.23_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.23_00_01_30_TAI.magnetogram_processed.npy,22aeb1edade44a8902c9a3999664bed24a537ffc23eb0e4b12b80365e75652cb,2017-04-23T00:01:30,2017-04-23T00:00:53.000Z,2017-04-23,2017-04-23 00:00:33.200,1.660287380218506,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
241,241,data/processed/hmi.m_45s.2017.04.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.27_00_01_30_TAI.magnetogram_processed.npy,87764bc63e9e9b81d36ca1f4a3181f57f83fb60286b8b5fcbee56683da97cb65,2017-04-27T00:01:30,2017-04-27T00:00:53.000Z,2017-04-27,2017-04-27 00:00:33.700,2.323591709136963,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
242,242,data/processed/hmi.m_45s.2017.04.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.04.29_00_01_30_TAI.magnetogram_processed.npy,aaaf8d283b6b6ea4bd6e0b041983932cb737a9709a87c8375e34193a7c0c2aa3,2017-04-29T00:01:30,2017-04-29T00:00:53.000Z,2017-04-29,2017-04-29 00:00:34.000,1.8637299537658691,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
243,243,data/processed/hmi.m_45s.2017.05.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.03_00_01_30_TAI.magnetogram_processed.npy,fb9bb902aeacaaca8a8628f383534137291614206edbe65463b5830450820d5e,2017-05-03T00:01:30,2017-05-03T00:00:53.000Z,2017-05-03,2017-05-03 00:00:34.500,1.5761971473693848,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
244,244,data/processed/hmi.m_45s.2017.05.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.04_00_01_30_TAI.magnetogram_processed.npy,5f0be1c79e69d094538371859c1919d8013ef7d678770ec1b2dfb7acbd00a1df,2017-05-04T00:01:30,2017-05-04T00:00:53.000Z,2017-05-04,2017-05-04 00:00:34.600,1.555114984512329,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
245,245,data/processed/hmi.m_45s.2017.05.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.13_00_01_30_TAI.magnetogram_processed.npy,969cca8daf9bccd048dc35d114453e090b3af827cd3ecd8f3b5354cbaf669d2f,2017-05-13T00:01:30,2017-05-13T00:00:53.000Z,2017-05-13,2017-05-13 00:00:35.700,1.3770699501037598,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
246,246,data/processed/hmi.m_45s.2017.05.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.15_00_01_30_TAI.magnetogram_processed.npy,6e47f0b37ea6788c0f0d6902ae7ef32dbef1df2b5a5ff769d6814f78788eb32a,2017-05-15T00:01:30,2017-05-15T00:00:53.000Z,2017-05-15,2017-05-15 00:00:35.900,1.3658642768859863,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
247,247,data/processed/hmi.m_45s.2017.05.16_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.16_00_01_30_TAI.magnetogram_processed.npy,359eb786beab8bd4d7b3393bb1d7399bfda44a2000bd9aac70149f66d3ff952a,2017-05-16T00:01:30,2017-05-16T00:00:53.000Z,2017-05-16,2017-05-16 00:00:36.000,1.363915205001831,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
248,248;249,data/processed/hmi.m_45s.2017.05.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.21_00_01_30_TAI.magnetogram_processed.npy,4ecfabf671d9ec28b107ff90d76de9586fc2573505d1ca1f9b3b4743c2fcf87d,2017-05-21T00:01:30,2017-05-21T00:00:53.000Z,2017-05-21,2017-05-21 00:00:36.500,1.579999923706055,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
250,250;251;252,data/processed/hmi.m_45s.2017.05.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.25_00_01_30_TAI.magnetogram_processed.npy,4bc1624c735a0b1c60fafbcef5b63e99694f6ea47f3820426f2c72f41a7579c7,2017-05-25T00:01:30,2017-05-25T00:00:53.000Z,2017-05-25,2017-05-25 00:00:36.900,1.6755342483520508,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
253,253;254,data/processed/hmi.m_45s.2017.05.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.26_00_01_30_TAI.magnetogram_processed.npy,61b545ab21104404b773d501d89652ebe66b2723f98221c7929601900a5598b0,2017-05-26T00:01:30,2017-05-26T00:00:53.000Z,2017-05-26,2017-05-26 00:00:37.000,1.6181707382202148,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
255,255,data/processed/hmi.m_45s.2017.05.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.27_00_01_30_TAI.magnetogram_processed.npy,e40bdf1df6df1237fbbbc4288f49970075b3a2ff13a1f308da611b0e587a7263,2017-05-27T00:01:30,2017-05-27T00:00:53.000Z,2017-05-27,2017-05-27 00:00:37.100,1.577460765838623,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
256,256,data/processed/hmi.m_45s.2017.05.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.28_00_01_30_TAI.magnetogram_processed.npy,a100fa60d148bd94edda77dd97929bd4d26c15c7b37f12ec9b0b914b67d4333a,2017-05-28T00:01:30,2017-05-28T00:00:53.000Z,2017-05-28,2017-05-28 00:00:37.200,1.3774454593658447,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
257,257;258,data/processed/hmi.m_45s.2017.05.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.05.29_00_01_30_TAI.magnetogram_processed.npy,f49f8d73629cb0c100fa430606c803c3464e36aef81c1b332838c328c310b88d,2017-05-29T00:01:30,2017-05-29T00:00:53.000Z,2017-05-29,2017-05-29 00:00:37.200,1.3776779174804688,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
259,259,data/processed/hmi.m_45s.2017.06.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.01_00_01_30_TAI.magnetogram_processed.npy,f5d2276f70fbf70aec086aec452e53c08e79f526e6d2c8c30614c6eac6c0e716,2017-06-01T00:01:30,2017-06-01T00:00:53.000Z,2017-06-01,2017-06-01 00:00:37.500,1.3735413551330566,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
260,260;261,data/processed/hmi.m_45s.2017.06.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.02_00_01_30_TAI.magnetogram_processed.npy,5e9de907548fb83b9ce1498394aba5a475a844eca82c789a50889edf8db8691a,2017-06-02T00:01:30,2017-06-02T00:00:53.000Z,2017-06-02,2017-06-02 00:00:37.500,1.3783514499664309,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
262,262,data/processed/hmi.m_45s.2017.06.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.03_00_01_30_TAI.magnetogram_processed.npy,5639835a50426292fbb71896215c49ea1cc3bd17234f6442b26916c5b339578f,2017-06-03T00:01:30,2017-06-03T00:00:53.000Z,2017-06-03,2017-06-03 00:00:37.600,1.3809502124786377,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
263,263,data/processed/hmi.m_45s.2017.06.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.04_00_01_30_TAI.magnetogram_processed.npy,c6958cbefd6694d6a2bde6de49517f8debe201bd2e60b5f0a8a4da0d9e64715e,2017-06-04T00:01:30,2017-06-04T00:00:53.000Z,2017-06-04,2017-06-04 00:00:37.700,1.3970553874969482,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
264,264,data/processed/hmi.m_45s.2017.06.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.05_00_01_30_TAI.magnetogram_processed.npy,9a123115e18d79cb93249466169d948e9cd4c356de18df68713dc3ed922be912,2017-06-05T00:01:30,2017-06-05T00:00:53.000Z,2017-06-05,2017-06-05 00:00:37.700,1.4032840728759766,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
265,265,data/processed/hmi.m_45s.2017.06.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.06_00_01_30_TAI.magnetogram_processed.npy,bcb55bcbae2166db70a2fa6521676ade70a8b143ca2ba1534613b005c821ef2c,2017-06-06T00:01:30,2017-06-06T00:00:53.000Z,2017-06-06,2017-06-06 00:00:37.800,1.3964533805847168,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
266,266,data/processed/hmi.m_45s.2017.06.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.07_00_01_30_TAI.magnetogram_processed.npy,e6fc5c90fbabd7523fe767c1b1e8befe0ea374b7002ba83c2b71e748a885dd87,2017-06-07T00:01:30,2017-06-07T00:00:53.000Z,2017-06-07,2017-06-07 00:00:37.900,1.4082491397857666,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
267,267,data/processed/hmi.m_45s.2017.06.09_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.09_00_01_30_TAI.magnetogram_processed.npy,20af11ffaaaf1e09ec00fd4740ba34cfc562000134729f3740d40d610995f0c5,2017-06-09T00:01:30,2017-06-09T00:00:53.000Z,2017-06-09,2017-06-09 00:00:38.000,1.3862311840057373,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
268,268;269,data/processed/hmi.m_45s.2017.06.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.10_00_01_30_TAI.magnetogram_processed.npy,e24d1b96a35a1486affab494de6b2c6308a4547d62954e314ccc6dcbc3522396,2017-06-10T00:01:30,2017-06-10T00:00:53.000Z,2017-06-10,2017-06-10 00:00:38.000,1.3614296913146973,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
270,270,data/processed/hmi.m_45s.2017.06.11_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.11_00_01_30_TAI.magnetogram_processed.npy,4702de0821f5893a214ce1b2181bc9795df7601e4847941e3e672a37a8b46efc,2017-06-11T00:01:30,2017-06-11T00:00:53.000Z,2017-06-11,2017-06-11 00:00:38.100,1.3352513313293457,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
271,271,data/processed/hmi.m_45s.2017.06.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.13_00_01_30_TAI.magnetogram_processed.npy,4bbcb56c92d44bb6a947f98f529537712cc2fbc6eb8a0e702889cd552ba4ce3a,2017-06-13T00:01:30,2017-06-13T00:00:53.000Z,2017-06-13,2017-06-13 00:00:38.200,1.3165652751922607,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
272,272,data/processed/hmi.m_45s.2017.06.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2017.06.15_00_01_30_TAI.magnetogram_processed.npy,7db83a5cd222e2fb291699a0485fbd2ee2ce3f66bcacdb4d6e4a29623dbfc746,2017-06-15T00:01:30,2017-06-15T00:00:53.000Z,2017-06-15,2017-06-15 00:00:38.300,1.3578712940216064,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
